danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.491,0.0715,11,-21.261,0,0.0501,0.933,0.655,0.189,0.518,136.124,audio_features,45eG3JWQSWarZV7SQ8HGqz,spotify:track:45eG3JWQSWarZV7SQ8HGqz,https://api.spotify.com/v1/tracks/45eG3JWQSWarZV7SQ8HGqz,https://api.spotify.com/v1/audio-analysis/45eG3JWQSWarZV7SQ8HGqz,47200,4
0.173,0.0446,9,-29.184,0,0.0408,0.981,0.953,0.0764,0.0471,69.777,audio_features,4aVQZ6pyDgfxMBVBiJlOtC,spotify:track:4aVQZ6pyDgfxMBVBiJlOtC,https://api.spotify.com/v1/tracks/4aVQZ6pyDgfxMBVBiJlOtC,https://api.spotify.com/v1/audio-analysis/4aVQZ6pyDgfxMBVBiJlOtC,111093,3
0.539,0.375,7,-14.299,0,0.0554,0.96,0.00285,0.469,0.86,93.528,audio_features,4iYIRlCTOUE26lYwtvXEDY,spotify:track:4iYIRlCTOUE26lYwtvXEDY,https://api.spotify.com/v1/tracks/4iYIRlCTOUE26lYwtvXEDY,https://api.spotify.com/v1/audio-analysis/4iYIRlCTOUE26lYwtvXEDY,232293,4
0.235,0.0639,11,-24.404,0,0.049,0.962,0.603,0.466,0.0781,120.736,audio_features,04eShjKTWijeJJqGnhxpYK,spotify:track:04eShjKTWijeJJqGnhxpYK,https://api.spotify.com/v1/tracks/04eShjKTWijeJJqGnhxpYK,https://api.spotify.com/v1/audio-analysis/04eShjKTWijeJJqGnhxpYK,200360,3
0.241,0.106,4,-19.619,0,0.0351,0.886,0.897,0.71,0.122,132.514,audio_features,4GdHkkbUtc63Jr3JI5Pm19,spotify:track:4GdHkkbUtc63Jr3JI5Pm19,https://api.spotify.com/v1/tracks/4GdHkkbUtc63Jr3JI5Pm19,https://api.spotify.com/v1/audio-analysis/4GdHkkbUtc63Jr3JI5Pm19,735257,4
0.0847,0.0856,2,-24.716,0,0.0405,0.964,0.592,0.289,0.0764,84.245,audio_features,1UvaZaHkh3D9AkmBrrnbFg,spotify:track:1UvaZaHkh3D9AkmBrrnbFg,https://api.spotify.com/v1/tracks/1UvaZaHkh3D9AkmBrrnbFg,https://api.spotify.com/v1/audio-analysis/1UvaZaHkh3D9AkmBrrnbFg,205493,4
0.298,0.341,0,-15.684,1,0.0396,0.987,0.869,0.0994,0.0717,120.205,audio_features,1lGZmABQXTYGYY5MZb9SJY,spotify:track:1lGZmABQXTYGYY5MZb9SJY,https://api.spotify.com/v1/tracks/1lGZmABQXTYGYY5MZb9SJY,https://api.spotify.com/v1/audio-analysis/1lGZmABQXTYGYY5MZb9SJY,213200,4
0.356,0.249,1,-16.551,0,0.0473,0.566,0.000229,0.105,0.281,148.47,audio_features,31phRRDd6MwLhE88ZXt8hn,spotify:track:31phRRDd6MwLhE88ZXt8hn,https://api.spotify.com/v1/tracks/31phRRDd6MwLhE88ZXt8hn,https://api.spotify.com/v1/audio-analysis/31phRRDd6MwLhE88ZXt8hn,588973,3
0.309,0.137,0,-19.267,0,0.0313,0.95,0.728,0.17,0.274,100.391,audio_features,0lAzlYb7HRIka9Zi38QR3j,spotify:track:0lAzlYb7HRIka9Zi38QR3j,https://api.spotify.com/v1/tracks/0lAzlYb7HRIka9Zi38QR3j,https://api.spotify.com/v1/audio-analysis/0lAzlYb7HRIka9Zi38QR3j,128813,4
0.299,0.259,0,-17.679,1,0.0293,0.838,0.951,0.1,0.202,94.311,audio_features,2f2egGUYIOUjcFG3EDFg2F,spotify:track:2f2egGUYIOUjcFG3EDFg2F,https://api.spotify.com/v1/tracks/2f2egGUYIOUjcFG3EDFg2F,https://api.spotify.com/v1/audio-analysis/2f2egGUYIOUjcFG3EDFg2F,262000,4
0.236,0.163,4,-15.639,0,0.0348,0.901,0.737,0.124,0.114,141.518,audio_features,6nqHzwOdGIaX57U6VU6kMO,spotify:track:6nqHzwOdGIaX57U6VU6kMO,https://api.spotify.com/v1/tracks/6nqHzwOdGIaX57U6VU6kMO,https://api.spotify.com/v1/audio-analysis/6nqHzwOdGIaX57U6VU6kMO,685000,4
0.297,0.172,0,-23.245,0,0.039,0.96,0.899,0.1,0.574,140.296,audio_features,0MvjUr7fKzchb49tt3OrMS,spotify:track:0MvjUr7fKzchb49tt3OrMS,https://api.spotify.com/v1/tracks/0MvjUr7fKzchb49tt3OrMS,https://api.spotify.com/v1/audio-analysis/0MvjUr7fKzchb49tt3OrMS,176040,3
0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,audio_features,3sAYxq1986j3ydqLv6jwUJ,spotify:track:3sAYxq1986j3ydqLv6jwUJ,https://api.spotify.com/v1/tracks/3sAYxq1986j3ydqLv6jwUJ,https://api.spotify.com/v1/audio-analysis/3sAYxq1986j3ydqLv6jwUJ,432533,0
0.181,0.0579,4,-29.244,0,0.0384,0.881,0.88,0.126,0.172,79.522,audio_features,20ZYjuXxzdfpCnYf6MXPjO,spotify:track:20ZYjuXxzdfpCnYf6MXPjO,https://api.spotify.com/v1/tracks/20ZYjuXxzdfpCnYf6MXPjO,https://api.spotify.com/v1/audio-analysis/20ZYjuXxzdfpCnYf6MXPjO,78960,3
0.184,0.0315,0,-24.819,1,0.0418,0.989,0.911,0.123,0.0729,71.647,audio_features,5K8jqeLAxZIqHR6e5w5so1,spotify:track:5K8jqeLAxZIqHR6e5w5so1,https://api.spotify.com/v1/tracks/5K8jqeLAxZIqHR6e5w5so1,https://api.spotify.com/v1/audio-analysis/5K8jqeLAxZIqHR6e5w5so1,58893,4
0.228,0.0776,10,-20.358,0,0.0379,0.981,0.91,0.166,0.0394,75.8,audio_features,62dD6AMgEvZq5OCHAZ7d9a,spotify:track:62dD6AMgEvZq5OCHAZ7d9a,https://api.spotify.com/v1/tracks/62dD6AMgEvZq5OCHAZ7d9a,https://api.spotify.com/v1/audio-analysis/62dD6AMgEvZq5OCHAZ7d9a,1421467,4
0.582,0.149,7,-21.089,1,0.0909,0.76,0.0486,0.663,0.395,106.109,audio_features,1IRqLBc1JAKIsLcOKwIMyY,spotify:track:1IRqLBc1JAKIsLcOKwIMyY,https://api.spotify.com/v1/tracks/1IRqLBc1JAKIsLcOKwIMyY,https://api.spotify.com/v1/audio-analysis/1IRqLBc1JAKIsLcOKwIMyY,551173,4
0.335,0.00532,1,-31.646,1,0.0376,0.994,0.912,0.0621,0.0397,65.832,audio_features,5u5aVJKjSMJr4zesMPz7bL,spotify:track:5u5aVJKjSMJr4zesMPz7bL,https://api.spotify.com/v1/tracks/5u5aVJKjSMJr4zesMPz7bL,https://api.spotify.com/v1/audio-analysis/5u5aVJKjSMJr4zesMPz7bL,268000,4
0.17,0.0479,2,-27.021,1,0.0438,0.981,0.906,0.0795,0.0304,75.664,audio_features,4JOEMgLkrHp8K1XNmyNffH,spotify:track:4JOEMgLkrHp8K1XNmyNffH,https://api.spotify.com/v1/tracks/4JOEMgLkrHp8K1XNmyNffH,https://api.spotify.com/v1/audio-analysis/4JOEMgLkrHp8K1XNmyNffH,428153,3
0.499,0.351,9,-11.509,0,0.0448,0.951,9.94e-05,0.118,0.616,90.664,audio_features,28XMNc5If5BmJWYDU42gkw,spotify:track:28XMNc5If5BmJWYDU42gkw,https://api.spotify.com/v1/tracks/28XMNc5If5BmJWYDU42gkw,https://api.spotify.com/v1/audio-analysis/28XMNc5If5BmJWYDU42gkw,235947,4
0.233,0.0204,7,-29.561,1,0.0355,0.982,0.903,0.0604,0.0844,102.167,audio_features,3ReGInIb9KW3DL6a1cNDOv,spotify:track:3ReGInIb9KW3DL6a1cNDOv,https://api.spotify.com/v1/tracks/3ReGInIb9KW3DL6a1cNDOv,https://api.spotify.com/v1/audio-analysis/3ReGInIb9KW3DL6a1cNDOv,332000,3
0.274,0.134,7,-24.191,0,0.0396,0.988,0.9,0.0725,0.316,115.001,audio_features,703iyFFCGrfBxVIFQ1MZ7O,spotify:track:703iyFFCGrfBxVIFQ1MZ7O,https://api.spotify.com/v1/tracks/703iyFFCGrfBxVIFQ1MZ7O,https://api.spotify.com/v1/audio-analysis/703iyFFCGrfBxVIFQ1MZ7O,417000,1
0.515,0.269,11,-21.859,0,0.037,0.847,0.0897,0.0757,0.964,130.998,audio_features,3kvBEbswxMAx6QKc10SCon,spotify:track:3kvBEbswxMAx6QKc10SCon,https://api.spotify.com/v1/tracks/3kvBEbswxMAx6QKc10SCon,https://api.spotify.com/v1/audio-analysis/3kvBEbswxMAx6QKc10SCon,90107,4
0.441,0.077,4,-23.197,0,0.0458,0.934,0.918,0.0922,0.479,140.461,audio_features,3jRW4o7TpIjA6KCnpqIeR6,spotify:track:3jRW4o7TpIjA6KCnpqIeR6,https://api.spotify.com/v1/tracks/3jRW4o7TpIjA6KCnpqIeR6,https://api.spotify.com/v1/audio-analysis/3jRW4o7TpIjA6KCnpqIeR6,65800,4
0.152,0.0116,5,-33.668,1,0.0387,0.749,0.855,0.294,0.0387,137.649,audio_features,0Ee9oam0N0ZzxZSN9nogTQ,spotify:track:0Ee9oam0N0ZzxZSN9nogTQ,https://api.spotify.com/v1/tracks/0Ee9oam0N0ZzxZSN9nogTQ,https://api.spotify.com/v1/audio-analysis/0Ee9oam0N0ZzxZSN9nogTQ,65960,4
0.307,0.141,2,-20.931,1,0.0597,0.934,0.067,0.119,0.223,175.395,audio_features,7AI7PbU2zIJfDV9qDNlhZX,spotify:track:7AI7PbU2zIJfDV9qDNlhZX,https://api.spotify.com/v1/tracks/7AI7PbU2zIJfDV9qDNlhZX,https://api.spotify.com/v1/audio-analysis/7AI7PbU2zIJfDV9qDNlhZX,285667,4
0.396,0.229,4,-18.866,0,0.0365,0.988,0.645,0.153,0.834,144.615,audio_features,4sCgQZkwhYlB1a8ocpiWRr,spotify:track:4sCgQZkwhYlB1a8ocpiWRr,https://api.spotify.com/v1/tracks/4sCgQZkwhYlB1a8ocpiWRr,https://api.spotify.com/v1/audio-analysis/4sCgQZkwhYlB1a8ocpiWRr,61267,4
